gaul_adm2,adm2_name,gaul_adm1,adm1_name
8631,Sao Sebastiao Do Paraiso,677,Minas Gerais
8632,Sao Sebastiao Do Rio Preto,677,Minas Gerais
8633,Sao Sebastiao Do Rio Verde,677,Minas Gerais
8634,Sao Thome Das Letras,677,Minas Gerais
8635,Sao Tiago,677,Minas Gerais
8636,Sao Tomas De Aquino,677,Minas Gerais
8637,Sao Vicente De Minas,677,Minas Gerais
8638,Sapucai-mirim,677,Minas Gerais
8639,Sardoa,677,Minas Gerais
8640,Sarzedo,677,Minas Gerais
8641,Sem-peixe,677,Minas Gerais
8642,Senador Amaral,677,Minas Gerais
8643,Senador Cortes,677,Minas Gerais
8644,Senador Firmino,677,Minas Gerais
8645,Senador Jose Bento,677,Minas Gerais
8646,Senador Modestino Goncalves,677,Minas Gerais
8647,Senhora De Oliveira,677,Minas Gerais
8648,Senhora Do Porto,677,Minas Gerais
8649,Senhora Dos Remedios,677,Minas Gerais
8650,Sericita,677,Minas Gerais
8651,Seritinga,677,Minas Gerais
8652,Serra Azul De Minas,677,Minas Gerais
8653,Serra Da Saudade,677,Minas Gerais
8654,Serra Do Salitre,677,Minas Gerais
8655,Serra Dos Aimores,677,Minas Gerais
8656,Serrania,677,Minas Gerais
8657,Serranopolis De Minas,677,Minas Gerais
8658,Serranos,677,Minas Gerais
8659,Serro,677,Minas Gerais
8660,Sete Lagoas,677,Minas Gerais
8661,Setubinha,677,Minas Gerais
8662,Silveirania,677,Minas Gerais
8663,Silvianopolis,677,Minas Gerais
8664,Simao Pereira,677,Minas Gerais
8665,Simonesia,677,Minas Gerais
8666,Sobralia,677,Minas Gerais
8667,Soledade De Minas,677,Minas Gerais
8668,Tabuleiro,677,Minas Gerais
8669,Taiobeiras,677,Minas Gerais
8670,Taparuba,677,Minas Gerais
8671,Tapira,677,Minas Gerais
8672,Tapirai,677,Minas Gerais
8673,Taquaracu De Minas,677,Minas Gerais
8674,Tarumirim,677,Minas Gerais
8675,Teixeiras,677,Minas Gerais
8676,Teofilo Otoni,677,Minas Gerais
8677,Timoteo,677,Minas Gerais
8678,Tiradentes,677,Minas Gerais
8679,Tiros,677,Minas Gerais
8680,Tocantins,677,Minas Gerais
8681,Tocos Do Moji,677,Minas Gerais
8682,Toledo,677,Minas Gerais
8683,Tombos,677,Minas Gerais
8684,Tres Coracoes,677,Minas Gerais
8685,Tres Marias,677,Minas Gerais
8686,Tres Pontas,677,Minas Gerais
8687,Tumiritinga,677,Minas Gerais
8688,Tupaciguara,677,Minas Gerais
8689,Turmalina,677,Minas Gerais
8690,Turvolandia,677,Minas Gerais
8691,Uba,677,Minas Gerais
8692,Ubai,677,Minas Gerais
8693,Ubaporanga,677,Minas Gerais
8694,Uberaba,677,Minas Gerais
8695,Uberlandia,677,Minas Gerais
8696,Umburatiba,677,Minas Gerais
8697,Unai,677,Minas Gerais
8698,Uniao De Minas,677,Minas Gerais
8699,Uruana De Minas,677,Minas Gerais
8700,Urucania,677,Minas Gerais
8701,Urucuia,677,Minas Gerais
8702,Vargem Alegre,677,Minas Gerais
8703,Vargem Bonita,677,Minas Gerais
8704,Vargem Grande Do Rio Pardo,677,Minas Gerais
8705,Varginha,677,Minas Gerais
8706,Varjao De Minas,677,Minas Gerais
8707,Varzea Da Palma,677,Minas Gerais
8708,Varzelandia,677,Minas Gerais
8709,Vazante,677,Minas Gerais
8710,Verdelandia,677,Minas Gerais
8711,Veredinha,677,Minas Gerais
8712,Verissimo,677,Minas Gerais
8713,Vermelho Novo,677,Minas Gerais
8714,Vespasiano,677,Minas Gerais
8715,Vicosa,677,Minas Gerais
8716,Vieiras,677,Minas Gerais
8717,Virgem Da Lapa,677,Minas Gerais
8718,Virginia,677,Minas Gerais
8719,Virginopolis,677,Minas Gerais
8720,Virgolandia,677,Minas Gerais
8721,Visconde Do Rio Branco,677,Minas Gerais
8722,Volta Grande,677,Minas Gerais
8723,Wenceslau Braz,677,Minas Gerais
8724,Abaetetuba,678,Para
8725,Abel Figueiredo,678,Para
8726,Acara,678,Para
8727,Afua,678,Para
8728,Agua Azul Do Norte,678,Para
8729,Alenquer,678,Para
8730,Almeirim,678,Para
8731,Altamira,678,Para
8732,Anajas,678,Para
8733,Ananindeua,678,Para
8734,Anapu,678,Para
8735,Augusto Correa,678,Para
8736,Aurora Do Para,678,Para
8737,Aveiro,678,Para
8738,Bagre,678,Para
8739,Baiao,678,Para
8740,Bannach,678,Para
8741,Barcarena,678,Para
8742,Belem,678,Para
8743,Belterra,678,Para
8744,Benevides,678,Para
8745,Bom Jesus Do Tocantins,678,Para
8746,Bonito,678,Para
8747,Braganca,678,Para
8748,Brasil Novo,678,Para
8749,Brejo Grande Do Araguaia,678,Para
8750,Breu Branco,678,Para
8751,Breves,678,Para
8752,Bujaru,678,Para
8753,Cachoeira Do Arari,678,Para
8754,Cachoeira Do Piria,678,Para
8755,Cameta,678,Para
8756,Canaa Dos Carajas,678,Para
8757,Capanema,678,Para
8758,Capitao Poco,678,Para
8759,Castanhal,678,Para
8760,Chaves,678,Para
8761,Colares,678,Para
8762,Conceicao Do Araguaia,678,Para
8763,Concordia Do Para,678,Para
8764,Cumaru Do Norte,678,Para
8765,Curionopolis,678,Para
8766,Curralinho,678,Para
8767,Curua,678,Para
8768,Curuca,678,Para
8769,Dom Eliseu,678,Para
8770,Eldorado Dos Carajas,678,Para
8771,Faro,678,Para
8772,Floresta Do Araguaia,678,Para
8773,Garrafao Do Norte,678,Para
8774,Goianesia Do Para,678,Para
8775,Gurupa,678,Para
8776,Igarape-acu,678,Para
8777,Igarape-miri,678,Para
8778,Inhangapi,678,Para
8779,Ipixuna Do Para,678,Para
8780,Irituia,678,Para
8781,Itaituba,678,Para
8782,Itupiranga,678,Para
8783,Jacareacanga,678,Para
8784,Jacunda,678,Para
8785,Juruti,678,Para
8786,Limoeiro Do Ajuru,678,Para
8787,Mae Do Rio,678,Para
8788,Magalhaes Barata,678,Para
8789,Maraba,678,Para
8790,Maracana,678,Para
8791,Marapanim,678,Para
8792,Marituba,678,Para
8793,Medicilandia,678,Para
8794,Melgaco,678,Para
8795,Mocajuba,678,Para
8796,Moju,678,Para
8797,Monte Alegre,678,Para
8798,Muana,678,Para
8799,Nova Esperanca Do Piria,678,Para
8800,Nova Ipixuna,678,Para
8801,Nova Timboteua,678,Para
8802,Novo Progresso,678,Para
8803,Novo Repartimento,678,Para
8804,Obidos,678,Para
8805,Oeiras Do Para,678,Para
8806,Oriximina,678,Para
8807,Ourem,678,Para
8808,Ourilandia Do Norte,678,Para
8809,Pacaja,678,Para
8810,Palestina Do Para,678,Para
8811,Paragominas,678,Para
8812,Parauapebas,678,Para
8813,Pau D'arco,678,Para
8814,Peixe-boi,678,Para
8815,Picarra,678,Para
8816,Placas,678,Para
8817,Ponta De Pedras,678,Para
8818,Portel,678,Para
8819,Porto De Moz,678,Para
8820,Prainha,678,Para
8821,Primavera,678,Para
8822,Quatipuru,678,Para
8823,Redencao,678,Para
8824,Rio Maria,678,Para
8825,Rondon Do Para,678,Para
8826,Ruropolis,678,Para
8827,Salinopolis,678,Para
8828,Salvaterra,678,Para
8829,Santa Barbara Do Para,678,Para
8830,Santa Cruz Do Arari,678,Para
8831,Santa Isabel Do Para,678,Para
8832,Santa Luzia Do Para,678,Para
8833,Santa Maria Das Barreiras,678,Para
8834,Santa Maria Do Para,678,Para
8835,Santana Do Araguaia,678,Para
8836,Santarem,678,Para
8837,Santarem Novo,678,Para
8838,Santo Antonio Do Taua,678,Para
8839,Sao Caetano De Odivelas,678,Para
8840,Sao Domingos Do Araguaia,678,Para
8841,Sao Domingos Do Capim,678,Para
8842,Sao Felix Do Xingu,678,Para
8843,Sao Francisco Do Para,678,Para
8844,Sao Geraldo Do Araguaia,678,Para
8845,Sao Joao Da Ponta,678,Para
8846,Sao Joao De Pirabas,678,Para
8847,Sao Joao Do Araguaia,678,Para
8848,Sao Miguel Do Guama,678,Para
8849,Sao Sebastiao Da Boa Vista,678,Para
8850,Sapucaia,678,Para
8851,Senador Jose Porfirio,678,Para
8852,Soure,678,Para
8853,Tailandia,678,Para
8854,Terra Alta,678,Para
8855,Terra Santa,678,Para
8856,Tome-acu,678,Para
8857,Tracuateua,678,Para
8858,Trairao,678,Para
8859,Tucuma,678,Para
8860,Tucurui,678,Para
8861,Ulianopolis,678,Para
8862,Uruara,678,Para
8863,Vigia,678,Para
8864,Viseu,678,Para
8865,Vitoria Do Xingu,678,Para
8866,Xinguara,678,Para
8867,Agua Branca,679,Paraiba
8868,Aguiar,679,Paraiba
8869,Alagoa Grande,679,Paraiba
8870,Alagoa Nova,679,Paraiba
8871,Alagoinha,679,Paraiba
8872,Alcantil,679,Paraiba
8873,Algodao De Jandaira,679,Paraiba
8874,Alhandra,679,Paraiba
8875,Amparo,679,Paraiba
8876,Aparecida,679,Paraiba
8877,Aracagi,679,Paraiba
8878,Arara,679,Paraiba
8879,Araruna,679,Paraiba
8880,Areia,679,Paraiba
8881,Areia De Baraunas,679,Paraiba
8882,Areial,679,Paraiba
8883,Aroeiras,679,Paraiba
8884,Assis Chateaubriand,679,Paraiba
8885,Assuncao,679,Paraiba
8886,Baia Da Traicao,679,Paraiba
8887,Bananeiras,679,Paraiba
8888,Barauna,679,Paraiba
8889,Barra De Santa Rosa,679,Paraiba
8890,Barra De Santana,679,Paraiba
8891,Barra De Sao Miguel,679,Paraiba
8892,Bayeux,679,Paraiba
8893,Belem,679,Paraiba
8894,Belem Do Brejo Do Cruz,679,Paraiba
8895,Bernardino Batista,679,Paraiba
8896,Boa Ventura,679,Paraiba
8897,Boa Vista,679,Paraiba
8898,Bom Jesus,679,Paraiba
8899,Bom Sucesso,679,Paraiba
8900,Bonito De Santa Fe,679,Paraiba
8901,Boqueirao,679,Paraiba
8902,Borborema,679,Paraiba
8903,Brejo Do Cruz,679,Paraiba
8904,Brejo Dos Santos,679,Paraiba
8905,Caapora,679,Paraiba
8906,Cabaceiras,679,Paraiba
8907,Cabedelo,679,Paraiba
8908,Cachoeira Dos Indios,679,Paraiba
8909,Cacimba De Areia,679,Paraiba
8910,Cacimba De Dentro,679,Paraiba
8911,Cacimbas,679,Paraiba
8912,Caicara,679,Paraiba
8913,Cajazeiras,679,Paraiba
8914,Cajazeirinhas,679,Paraiba
8915,Caldas Brandao,679,Paraiba
8916,Camalau,679,Paraiba
8917,Campina Grande,679,Paraiba
8918,Capim,679,Paraiba
8919,Caraubas,679,Paraiba
8920,Carrapateira,679,Paraiba
8921,Casserengue,679,Paraiba
8922,Catingueira,679,Paraiba
8923,Catole Do Rocha,679,Paraiba
8924,Caturite,679,Paraiba
8925,Conceicao,679,Paraiba
8926,Condado,679,Paraiba
8927,Conde,679,Paraiba
8928,Congo,679,Paraiba
8929,Coremas,679,Paraiba
8930,Coxixola,679,Paraiba
8931,Cruz Do Espirito Santo,679,Paraiba
8932,Cubati,679,Paraiba
8933,Cuite,679,Paraiba
8934,Cuite De Mamanguape,679,Paraiba
8935,Cuitegi,679,Paraiba
8936,Curral De Cima,679,Paraiba
8937,Curral Velho,679,Paraiba
8938,Damiao,679,Paraiba
8939,Desterro,679,Paraiba
8940,Diamante,679,Paraiba
8941,Dona Ines,679,Paraiba
8942,Duas Estradas,679,Paraiba
8943,Emas,679,Paraiba
8944,Esperanca,679,Paraiba
8945,Fagundes,679,Paraiba
8946,Frei Martinho,679,Paraiba
8947,Gado Bravo,679,Paraiba
8948,Guarabira,679,Paraiba
8949,Gurinhem,679,Paraiba
8950,Gurjao,679,Paraiba
8951,Ibiara,679,Paraiba
8952,Igaracy,679,Paraiba
8953,Imaculada,679,Paraiba
8954,Inga,679,Paraiba
8955,Itabaiana,679,Paraiba
8956,Itaporanga,679,Paraiba
8957,Itapororoca,679,Paraiba
8958,Itatuba,679,Paraiba
8959,Jacarau,679,Paraiba
8960,Jerico,679,Paraiba
8961,Joao Pessoa,679,Paraiba
8962,Juarez Tavora,679,Paraiba
8963,Juazeirinho,679,Paraiba
8964,Junco Do Serido,679,Paraiba
8965,Juripiranga,679,Paraiba
8966,Juru,679,Paraiba
8967,Lagoa,679,Paraiba
8968,Lagoa De Dentro,679,Paraiba
8969,Lagoa Seca,679,Paraiba
8970,Lastro,679,Paraiba
8971,Livramento,679,Paraiba
8972,Logradouro,679,Paraiba
8973,Lucena,679,Paraiba
8974,Mae D'agua,679,Paraiba
8975,Malta,679,Paraiba
8976,Mamanguape,679,Paraiba
8977,Manaira,679,Paraiba
8978,Marcacao,679,Paraiba
8979,Mari,679,Paraiba
8980,Marizopolis,679,Paraiba
8981,Massaranduba,679,Paraiba
8982,Mataraca,679,Paraiba
8983,Matinhas,679,Paraiba
8984,Mato Grosso,679,Paraiba
8985,Matureia,679,Paraiba
8986,Mogeiro,679,Paraiba
8987,Montadas,679,Paraiba
8988,Monte Horebe,679,Paraiba
8989,Monteiro,679,Paraiba
8990,Mulungu,679,Paraiba
8991,Natuba,679,Paraiba
8992,Nazarezinho,679,Paraiba
8993,Nova Floresta,679,Paraiba
8994,Nova Olinda,679,Paraiba
8995,Nova Palmeira,679,Paraiba
8996,Olho D'agua,679,Paraiba
8997,Olivedos,679,Paraiba
8998,Ouro Velho,679,Paraiba
8999,Parari,679,Paraiba
9000,Passagem,679,Paraiba
9001,Patos,679,Paraiba
9002,Paulista,679,Paraiba
9003,Pedra Branca,679,Paraiba
9004,Pedra Lavrada,679,Paraiba
9005,Pedras De Fogo,679,Paraiba
9006,Pedro Regio,679,Paraiba
9007,Pianco,679,Paraiba
9008,Picui,679,Paraiba
9009,Pilar,679,Paraiba
9010,Piloes,679,Paraiba
9011,Piloezinhos,679,Paraiba
9012,Pirpirituba,679,Paraiba
9013,Pitimbu,679,Paraiba
9014,Pocinhos,679,Paraiba
9015,Poco Dantas,679,Paraiba
9016,Poco De Jose De Moura,679,Paraiba
9017,Pombal,679,Paraiba
9018,Prata,679,Paraiba
9019,Princesa Isabel,679,Paraiba
9020,Puxinana,679,Paraiba
9021,Queimadas,679,Paraiba
9022,Quixaba,679,Paraiba
9023,Remigio,679,Paraiba
9024,Riachao,679,Paraiba
9025,Riachao Do Poco,679,Paraiba
9026,Riacho De Santo Antonio,679,Paraiba
9027,Riacho Dos Cavalos,679,Paraiba
9028,Rio Tinto,679,Paraiba
9029,Salgadinho,679,Paraiba
9030,Salgado De Sao Felix,679,Paraiba
9031,Santa Cecilia,679,Paraiba
9032,Santa Cruz,679,Paraiba
9033,Santa Helena,679,Paraiba
9034,Santa Ines,679,Paraiba
9035,Santa Luzia,679,Paraiba
9036,Santa Rita,679,Paraiba
9037,Santa Teresinha,679,Paraiba
9038,Santana De Mangueira,679,Paraiba
9039,Santana Dos Garrotes,679,Paraiba
9040,Santarem,679,Paraiba
9041,Santo Andre,679,Paraiba
9042,Sao Bento,679,Paraiba
9043,Sao Bento De Pombal,679,Paraiba
9044,Sao Domingos De Pombal,679,Paraiba
9045,Sao Domingos Do Cariri,679,Paraiba
9046,Sao Francisco,679,Paraiba
9047,Sao Joao Do Cariri,679,Paraiba
9048,Sao Joao Do Rio Do Peixe,679,Paraiba
9049,Sao Joao Do Tigre,679,Paraiba
9050,Sao Jose Da Lagoa Tapada,679,Paraiba
9051,Sao Jose De Caiana,679,Paraiba
9052,Sao Jose De Espinharas,679,Paraiba
9053,Sao Jose De Piranhas,679,Paraiba
9054,Sao Jose De Princesa,679,Paraiba
9055,Sao Jose Do Bonfim,679,Paraiba
9056,Sao Jose Do Brejo Do Cruz,679,Paraiba
9057,Sao Jose Do Sabugi,679,Paraiba
9058,Sao Jose Dos Cordeiros,679,Paraiba
9059,Sao Jose Dos Ramos,679,Paraiba
9060,Sao Mamede,679,Paraiba
9061,Sao Miguel De Taipu,679,Paraiba
9062,Sao Sebastiao De Lagoa De Roca,679,Paraiba
9063,Sao Sebastiao Do Umbuzeiro,679,Paraiba
9064,Sape,679,Paraiba
9065,Serido,679,Paraiba
9066,Serra Branca,679,Paraiba
9067,Serra Da Raiz,679,Paraiba
9068,Serra Grande,679,Paraiba
9069,Serra Redonda,679,Paraiba
9070,Serraria,679,Paraiba
9071,Sertaozinho,679,Paraiba
9072,Sobrado,679,Paraiba
9073,Solanea,679,Paraiba
9074,Soledade,679,Paraiba
9075,Sossego,679,Paraiba
9076,Sousa,679,Paraiba
9077,Sume,679,Paraiba
9078,Tacima,679,Paraiba
9079,Taperoa,679,Paraiba
9080,Tavares,679,Paraiba
9081,Teixeira,679,Paraiba
9082,Tenorio,679,Paraiba
9083,Triunfo,679,Paraiba
9084,Uirauna,679,Paraiba
9085,Umbuzeiro,679,Paraiba
9086,Varzea,679,Paraiba
9087,Vieiropolis,679,Paraiba
9088,Vista Serrana,679,Paraiba
9089,Zabele,679,Paraiba
9090,Abatia,680,Parana
9091,Adrianopolis,680,Parana
9092,Agudos Do Sul,680,Parana
9093,Almirante Tamandare,680,Parana
9094,Altamira Do Parana,680,Parana
9095,Alto Parana,680,Parana
9096,Alto Piquiri,680,Parana
9097,Altonia,680,Parana
9098,Alvorada Do Sul,680,Parana
9099,Amapora,680,Parana
9100,Ampere,680,Parana
9101,Anahy,680,Parana
9102,Andira,680,Parana
9103,Angulo,680,Parana
9104,Antonina,680,Parana
9105,Antonio Olinto,680,Parana
9106,Apucarana,680,Parana
9107,Arapongas,680,Parana
9108,Arapoti,680,Parana
9109,Arapua,680,Parana
9110,Araruna,680,Parana
9111,Araucaria,680,Parana
9112,Ariranha Do Ivai,680,Parana
9113,Assai,680,Parana
9114,Assis Chateaubriand,680,Parana
9115,Astorga,680,Parana
9116,Atalaia,680,Parana
9117,Balsa Nova,680,Parana
9118,Bandeirantes,680,Parana
9119,Barbosa Ferraz,680,Parana
9120,Barra Do Jacare,680,Parana
9121,Barracao,680,Parana
9122,Bela Vista Do Caroba,680,Parana
9123,Bela Vista Do Paraiso,680,Parana
9124,Bituruna,680,Parana
9125,Boa Esperanca,680,Parana
9126,Boa Esperanca Do Iguacu,680,Parana
9127,Boa Ventura De Sao Roque,680,Parana
9128,Boa Vista Da Aparecida,680,Parana
9129,Bocaiuva Do Sul,680,Parana
9130,Bom Jesus Do Sul,680,Parana
9131,Bom Sucesso,680,Parana
9132,Bom Sucesso Do Sul,680,Parana
9133,Borrazopolis,680,Parana
9134,Braganey,680,Parana
9135,Brasilandia Do Sul,680,Parana
9136,Cafeara,680,Parana
9137,Cafelandia,680,Parana
9138,Cafezal Do Sul,680,Parana
9139,California,680,Parana
9140,Cambara,680,Parana
9141,Cambe,680,Parana
9142,Cambira,680,Parana
9143,Campina Da Lagoa,680,Parana
9144,Campina Do Simao,680,Parana
9145,Campina Grande Do Sul,680,Parana
9146,Campo Bonito,680,Parana
9147,Campo Do Tenente,680,Parana
9148,Campo Largo,680,Parana
9149,Campo Magro,680,Parana
9150,Campo Mourao,680,Parana
9151,Candido De Abreu,680,Parana
9152,Candoi,680,Parana
9153,Cantagalo,680,Parana
9154,Capanema,680,Parana
9155,Capitao Leonidas Marques,680,Parana
9156,Carambei,680,Parana
9157,Carlopolis,680,Parana
9158,Cascavel,680,Parana
9159,Castro,680,Parana
9160,Catanduvas,680,Parana
9161,Centenario Do Sul,680,Parana
9162,Cerro Azul,680,Parana
9163,Ceu Azul,680,Parana
9164,Chopinzinho,680,Parana
9165,Cianorte,680,Parana
9166,Cidade Gaucha,680,Parana
9167,Clevelandia,680,Parana
9168,Colombo,680,Parana
9169,Colorado,680,Parana
9170,Congonhinhas,680,Parana
9171,Conselheiro Mairinck,680,Parana
9172,Contenda,680,Parana
9173,Corbelia,680,Parana
9174,Cornelio Procopio,680,Parana
9175,Coronel Domingos Soares,680,Parana
9176,Coronel Vivida,680,Parana
9177,Corumbatai Do Sul,680,Parana
9178,Cruz Machado,680,Parana
9179,Cruzeiro Do Iguacu,680,Parana
9180,Cruzeiro Do Oeste,680,Parana
9181,Cruzeiro Do Sul,680,Parana
9182,Cruzmaltina,680,Parana
9183,Curitiba,680,Parana
9184,Curiuva,680,Parana
9185,Diamante D'oeste,680,Parana
9186,Diamante Do Norte,680,Parana
9187,Diamante Do Sul,680,Parana
9188,Dois Vizinhos,680,Parana
9189,Douradina,680,Parana
9190,Doutor Camargo,680,Parana
9191,Doutor Ulysses,680,Parana
9192,Eneas Marques,680,Parana
9193,Engenheiro Beltrao,680,Parana
9194,Entre Rios Do Oeste,680,Parana
9195,Esperanca Nova,680,Parana
9196,Espigao Alto Do Iguacu,680,Parana
9197,Farol,680,Parana
9198,Faxinal,680,Parana
9199,Fazenda Rio Grande,680,Parana
9200,Fenix,680,Parana
9201,Fernandes Pinheiro,680,Parana
9202,Figueira,680,Parana
9203,Flor Da Serra Do Sul,680,Parana
9204,Florai,680,Parana
9205,Floresta,680,Parana
9206,Florestopolis,680,Parana
9207,Florida,680,Parana
9208,Formosa Do Oeste,680,Parana
9209,Foz Do Iguacu,680,Parana
9210,Foz Do Jordao,680,Parana
9211,Francisco Alves,680,Parana
9212,Francisco Beltrao,680,Parana
9213,General Carneiro,680,Parana
9214,Godoy Moreira,680,Parana
9215,Goioere,680,Parana
9216,Goioxim,680,Parana
9217,Grandes Rios,680,Parana
9218,Guaira,680,Parana
9219,Guairaca,680,Parana
9220,Guamiranga,680,Parana
9221,Guapirama,680,Parana
9222,Guaporema,680,Parana
9223,Guaraci,680,Parana
9224,Guaraniacu,680,Parana
9225,Guarapuava,680,Parana
9226,Guaraquecaba,680,Parana
9227,Guaratuba,680,Parana
9228,Honorio Serpa,680,Parana
9229,Ibaiti,680,Parana
9230,Ibema,680,Parana
9231,Ibipora,680,Parana
9232,Icaraima,680,Parana
9233,Iguaracu,680,Parana
9234,Iguatu,680,Parana
9235,Imbau,680,Parana
9236,Imbituva,680,Parana
9237,Inacio Martins,680,Parana
9238,Inaja,680,Parana
9239,Indianopolis,680,Parana
9240,Ipiranga,680,Parana
9241,Ipora,680,Parana
9242,Iracema Do Oeste,680,Parana
9243,Irati,680,Parana
9244,Iretama,680,Parana
9245,Itaguaje,680,Parana
9246,Itaipulandia,680,Parana
9247,Itambaraca,680,Parana
9248,Itambe,680,Parana
9249,Itapejara D'oeste,680,Parana
9250,Itaperucu,680,Parana
9251,Itauna Do Sul,680,Parana
9252,Ivai,680,Parana
9253,Ivaipora,680,Parana
9254,Ivate,680,Parana
9255,Ivatuba,680,Parana
9256,Jaboti,680,Parana
9257,Jacarezinho,680,Parana
9258,Jaguapita,680,Parana
9259,Jaguariaiva,680,Parana
9260,Jandaia Do Sul,680,Parana
9261,Janiopolis,680,Parana
9262,Japira,680,Parana
9263,Japura,680,Parana
9264,Jardim Alegre,680,Parana
9265,Jardim Olinda,680,Parana
9266,Jataizinho,680,Parana
9267,Jesuitas,680,Parana
9268,Joaquim Tavora,680,Parana
9269,Jundiai Do Sul,680,Parana
9270,Juranda,680,Parana
9271,Jussara,680,Parana
9272,Kalore,680,Parana
9273,Lapa,680,Parana
9274,Laranjal,680,Parana
9275,Laranjeiras Do Sul,680,Parana
9276,Leopolis,680,Parana
9277,Lidianopolis,680,Parana
9278,Lindoeste,680,Parana
9279,Loanda,680,Parana
9280,Lobato,680,Parana
9281,Londrina,680,Parana
9282,Luiziana,680,Parana
9283,Lunardelli,680,Parana
9284,Lupionopolis,680,Parana
9285,Mallet,680,Parana
9286,Mambore,680,Parana
9287,Mandaguacu,680,Parana
9288,Mandaguari,680,Parana
9289,Mandirituba,680,Parana
9290,Manfrinopolis,680,Parana
9291,Mangueirinha,680,Parana
9292,Manoel Ribas,680,Parana
9293,Marechal Candido Rondon,680,Parana
9294,Maria Helena,680,Parana
9295,Marialva,680,Parana
9296,Marilandia Do Sul,680,Parana
9297,Marilena,680,Parana
9298,Mariluz,680,Parana
9299,Maringa,680,Parana
9300,Mariopolis,680,Parana
9301,Maripa,680,Parana
9302,Marmeleiro,680,Parana
9303,Marquinho,680,Parana
9304,Marumbi,680,Parana
9305,Matelandia,680,Parana
9306,Matinhos,680,Parana
9307,Mato Rico,680,Parana
9308,Maua Da Serra,680,Parana
9309,Medianeira,680,Parana
9310,Mercedes,680,Parana
9311,Mirador,680,Parana
9312,Miraselva,680,Parana
9313,Missal,680,Parana
9314,Moreira Sales,680,Parana
9315,Morretes,680,Parana
9316,Munhoz De Melo,680,Parana
9317,Nossa Senhora Das Gracas,680,Parana
9318,Nova Alianca Do Ivai,680,Parana
9319,Nova America Da Colina,680,Parana
9320,Nova Aurora,680,Parana
9321,Nova Cantu,680,Parana
9322,Nova Esperanca,680,Parana
9323,Nova Esperanca Do Sudoeste,680,Parana
9324,Nova Fatima,680,Parana
9325,Nova Laranjeiras,680,Parana
9326,Nova Londrina,680,Parana
9327,Nova Olimpia,680,Parana
9328,Nova Prata Do Iguacu,680,Parana
9329,Nova Santa Barbara,680,Parana
9330,Nova Santa Rosa,680,Parana
9331,Nova Tebas,680,Parana
9332,Novo Itacolomi,680,Parana
9333,Ortigueira,680,Parana
9334,Ourizona,680,Parana
9335,Ouro Verde Do Oeste,680,Parana
9336,Paicandu,680,Parana
9337,Palmas,680,Parana
9338,Palmeira,680,Parana
9339,Palmital,680,Parana
9340,Palotina,680,Parana
9341,Paraiso Do Norte,680,Parana
9342,Paranacity,680,Parana
9343,Paranagua,680,Parana
9344,Paranapoema,680,Parana
9345,Paranavai,680,Parana
9346,Pato Bragado,680,Parana
9347,Pato Branco,680,Parana
9348,Paula Freitas,680,Parana
9349,Paulo Frontin,680,Parana
9350,Peabiru,680,Parana
9351,Perobal,680,Parana
9352,Perola,680,Parana
9353,Perola D'oeste,680,Parana
9354,Pien,680,Parana
9355,Pinhais,680,Parana
9356,Pinhal De Sao Bento,680,Parana
9357,Pinhalao,680,Parana
9358,Pinhao,680,Parana
9359,Pirai Do Sul,680,Parana
9360,Piraquara,680,Parana
9361,Pitanga,680,Parana
9362,Pitangueiras,680,Parana
9363,Planaltina Do Parana,680,Parana
9364,Planalto,680,Parana
9365,Ponta Grossa,680,Parana
9366,Pontal Do Parana,680,Parana
9367,Porecatu,680,Parana
9368,Porto Amazonas,680,Parana
9369,Porto Barreiro,680,Parana
9370,Porto Rico,680,Parana
9371,Porto Vitoria,680,Parana
9372,Prado Ferreira,680,Parana
9373,Pranchita,680,Parana
9374,Presidente Castelo Branco,680,Parana
9375,Primeiro De Maio,680,Parana
9376,Prudentopolis,680,Parana
9377,Quarto Centenario,680,Parana
9378,Quatigua,680,Parana
9379,Quatro Barras,680,Parana
9380,Quatro Pontes,680,Parana
9381,Quedas Do Iguacu,680,Parana
9382,Querencia Do Norte,680,Parana
9383,Quinta Do Sol,680,Parana
9384,Quitandinha,680,Parana
9385,Ramilandia,680,Parana
9386,Rancho Alegre,680,Parana
9387,Rancho Alegre D'oeste,680,Parana
9388,Realeza,680,Parana
9389,Reboucas,680,Parana
9390,Renascenca,680,Parana
9391,Reserva,680,Parana
9392,Reserva Do Iguacu,680,Parana
9393,Ribeirao Claro,680,Parana
9394,Ribeirao Do Pinhal,680,Parana
9395,Rio Azul,680,Parana
9396,Rio Bom,680,Parana
9397,Rio Bonito Do Iguacu,680,Parana
9398,Rio Branco Do Ivai,680,Parana
9399,Rio Branco Do Sul,680,Parana
9400,Rio Negro,680,Parana
9401,Rolandia,680,Parana
9402,Roncador,680,Parana
9403,Rondon,680,Parana
9404,Rosario Do Ivai,680,Parana
9405,Sabaudia,680,Parana
9406,Salgado Filho,680,Parana
9407,Salto Do Itarare,680,Parana
9408,Salto Do Lontra,680,Parana
9409,Santa Amelia,680,Parana
9410,Santa Cecilia Do Pavao,680,Parana
9411,Santa Cruz De Monte Castelo,680,Parana
9412,Santa Fe,680,Parana
9413,Santa Helena,680,Parana
9414,Santa Ines,680,Parana
9415,Santa Isabel Do Ivai,680,Parana
