gaul_adm2,adm2_name,gaul_adm1,adm1_name
7975,Cachoeira Da Prata,677,Minas Gerais
7976,Cachoeira De Minas,677,Minas Gerais
7977,Cachoeira De Pajeu,677,Minas Gerais
7978,Cachoeira Dourada,677,Minas Gerais
7979,Caetanopolis,677,Minas Gerais
7980,Caete,677,Minas Gerais
7981,Caiana,677,Minas Gerais
7982,Cajuri,677,Minas Gerais
7983,Caldas,677,Minas Gerais
7984,Camacho,677,Minas Gerais
7985,Camanducaia,677,Minas Gerais
7986,Cambui,677,Minas Gerais
7987,Cambuquira,677,Minas Gerais
7988,Campanario,677,Minas Gerais
7989,Campanha,677,Minas Gerais
7990,Campestre,677,Minas Gerais
7991,Campina Verde,677,Minas Gerais
7992,Campo Azul,677,Minas Gerais
7993,Campo Belo,677,Minas Gerais
7994,Campo Do Meio,677,Minas Gerais
7995,Campo Florido,677,Minas Gerais
7996,Campos Altos,677,Minas Gerais
7997,Campos Gerais,677,Minas Gerais
7998,Cana Verde,677,Minas Gerais
7999,Canaa,677,Minas Gerais
8000,Canapolis,677,Minas Gerais
8001,Candeias,677,Minas Gerais
8002,Cantagalo,677,Minas Gerais
8003,Caparao,677,Minas Gerais
8004,Capela Nova,677,Minas Gerais
8005,Capelinha,677,Minas Gerais
8006,Capetinga,677,Minas Gerais
8007,Capim Branco,677,Minas Gerais
8008,Capinopolis,677,Minas Gerais
8009,Capitao Andrade,677,Minas Gerais
8010,Capitao Eneas,677,Minas Gerais
8011,Capitolio,677,Minas Gerais
8012,Caputira,677,Minas Gerais
8013,Carai,677,Minas Gerais
8014,Caranaiba,677,Minas Gerais
8015,Carandai,677,Minas Gerais
8016,Carangola,677,Minas Gerais
8017,Caratinga,677,Minas Gerais
8018,Carbonita,677,Minas Gerais
8019,Careacu,677,Minas Gerais
8020,Carlos Chagas,677,Minas Gerais
8021,Carmesia,677,Minas Gerais
8022,Carmo Da Cachoeira,677,Minas Gerais
8023,Carmo Da Mata,677,Minas Gerais
8024,Carmo De Minas,677,Minas Gerais
8025,Carmo Do Cajuru,677,Minas Gerais
8026,Carmo Do Paranaiba,677,Minas Gerais
8027,Carmo Do Rio Claro,677,Minas Gerais
8028,Carmopolis De Minas,677,Minas Gerais
8029,Carneirinho,677,Minas Gerais
8030,Carrancas,677,Minas Gerais
8031,Carvalhopolis,677,Minas Gerais
8032,Carvalhos,677,Minas Gerais
8033,Casa Grande,677,Minas Gerais
8034,Cascalho Rico,677,Minas Gerais
8035,Cassia,677,Minas Gerais
8036,Cataguases,677,Minas Gerais
8037,Catas Altas,677,Minas Gerais
8038,Catas Altas Da Noruega,677,Minas Gerais
8039,Catuji,677,Minas Gerais
8040,Catuti,677,Minas Gerais
8041,Caxambu,677,Minas Gerais
8042,Cedro Do Abaete,677,Minas Gerais
8043,Central De Minas,677,Minas Gerais
8044,Centralina,677,Minas Gerais
8045,Chacara,677,Minas Gerais
8046,Chale,677,Minas Gerais
8047,Chapada Do Norte,677,Minas Gerais
8048,Chapada Gaucha,677,Minas Gerais
8049,Chiador,677,Minas Gerais
8050,Cipotanea,677,Minas Gerais
8051,Claraval,677,Minas Gerais
8052,Claro Dos Pocoes,677,Minas Gerais
8053,Claudio,677,Minas Gerais
8054,Coimbra,677,Minas Gerais
8055,Coluna,677,Minas Gerais
8056,Comendador Gomes,677,Minas Gerais
8057,Comercinho,677,Minas Gerais
8058,Conceicao Da Aparecida,677,Minas Gerais
8059,Conceicao Da Barra De Minas,677,Minas Gerais
8060,Conceicao Das Alagoas,677,Minas Gerais
8061,Conceicao Das Pedras,677,Minas Gerais
8062,Conceicao De Ipanema,677,Minas Gerais
8063,Conceicao Do Mato Dentro,677,Minas Gerais
8064,Conceicao Do Para,677,Minas Gerais
8065,Conceicao Do Rio Verde,677,Minas Gerais
8066,Conceicao Dos Ouros,677,Minas Gerais
8067,Conego Marinho,677,Minas Gerais
8068,Confins,677,Minas Gerais
8069,Congonhal,677,Minas Gerais
8070,Congonhas,677,Minas Gerais
8071,Congonhas Do Norte,677,Minas Gerais
8072,Conquista,677,Minas Gerais
8073,Conselheiro Lafaiete,677,Minas Gerais
8074,Conselheiro Pena,677,Minas Gerais
8075,Consolacao,677,Minas Gerais
8076,Contagem,677,Minas Gerais
8077,Coqueiral,677,Minas Gerais
8078,Coracao De Jesus,677,Minas Gerais
8079,Cordisburgo,677,Minas Gerais
8080,Cordislandia,677,Minas Gerais
8081,Corinto,677,Minas Gerais
8082,Coroaci,677,Minas Gerais
8083,Coromandel,677,Minas Gerais
8084,Coronel Fabriciano,677,Minas Gerais
8085,Coronel Murta,677,Minas Gerais
8086,Coronel Pacheco,677,Minas Gerais
8087,Coronel Xavier Chaves,677,Minas Gerais
8088,Corrego Danta,677,Minas Gerais
8089,Corrego Do Bom Jesus,677,Minas Gerais
8090,Corrego Fundo,677,Minas Gerais
8091,Corrego Novo,677,Minas Gerais
8092,Couto De Magalhaes De Minas,677,Minas Gerais
8093,Crisolita,677,Minas Gerais
8094,Cristais,677,Minas Gerais
8095,Cristalia,677,Minas Gerais
8096,Cristiano Otoni,677,Minas Gerais
8097,Cristina,677,Minas Gerais
8098,Crucilandia,677,Minas Gerais
8099,Cruzeiro Da Fortaleza,677,Minas Gerais
8100,Cruzilia,677,Minas Gerais
8101,Cuparaque,677,Minas Gerais
8102,Curral De Dentro,677,Minas Gerais
8103,Curvelo,677,Minas Gerais
8104,Datas,677,Minas Gerais
8105,Delfim Moreira,677,Minas Gerais
8106,Delfinopolis,677,Minas Gerais
8107,Delta,677,Minas Gerais
8108,Descoberto,677,Minas Gerais
8109,Desterro De Entre Rios,677,Minas Gerais
8110,Desterro Do Melo,677,Minas Gerais
8111,Diamantina,677,Minas Gerais
8112,Diogo De Vasconcelos,677,Minas Gerais
8113,Dionisio,677,Minas Gerais
8114,Divinesia,677,Minas Gerais
8115,Divino,677,Minas Gerais
8116,Divino Das Laranjeiras,677,Minas Gerais
8117,Divinolandia De Minas,677,Minas Gerais
8118,Divinopolis,677,Minas Gerais
8119,Divisa Alegre,677,Minas Gerais
8120,Divisa Nova,677,Minas Gerais
8121,Divisopolis,677,Minas Gerais
8122,Dom Bosco,677,Minas Gerais
8123,Dom Cavati,677,Minas Gerais
8124,Dom Joaquim,677,Minas Gerais
8125,Dom Silverio,677,Minas Gerais
8126,Dom Vicoso,677,Minas Gerais
8127,Dona Euzebia,677,Minas Gerais
8128,Dores De Campos,677,Minas Gerais
8129,Dores De Guanhaes,677,Minas Gerais
8130,Dores Do Indaia,677,Minas Gerais
8131,Dores Do Turvo,677,Minas Gerais
8132,Doresopolis,677,Minas Gerais
8133,Douradoquara,677,Minas Gerais
8134,Durande,677,Minas Gerais
8135,Eloi Mendes,677,Minas Gerais
8136,Engenheiro Caldas,677,Minas Gerais
8137,Engenheiro Navarro,677,Minas Gerais
8138,Entre Folhas,677,Minas Gerais
8139,Entre Rios De Minas,677,Minas Gerais
8140,Ervalia,677,Minas Gerais
8141,Esmeraldas,677,Minas Gerais
8142,Espera Feliz,677,Minas Gerais
8143,Espinosa,677,Minas Gerais
8144,Espirito Santo Do Dourado,677,Minas Gerais
8145,Estiva,677,Minas Gerais
8146,Estrela Dalva,677,Minas Gerais
8147,Estrela Do Indaia,677,Minas Gerais
8148,Estrela Do Sul,677,Minas Gerais
8149,Eugenopolis,677,Minas Gerais
8150,Ewbank Da Camara,677,Minas Gerais
8151,Extrema,677,Minas Gerais
8152,Fama,677,Minas Gerais
8153,Faria Lemos,677,Minas Gerais
8154,Felicio Dos Santos,677,Minas Gerais
8155,Felisburgo,677,Minas Gerais
8156,Felixlandia,677,Minas Gerais
8157,Fernandes Tourinho,677,Minas Gerais
8158,Ferros,677,Minas Gerais
8159,Fervedouro,677,Minas Gerais
8160,Florestal,677,Minas Gerais
8161,Formiga,677,Minas Gerais
8162,Formoso,677,Minas Gerais
8163,Fortaleza De Minas,677,Minas Gerais
8164,Fortuna De Minas,677,Minas Gerais
8165,Francisco Badaro,677,Minas Gerais
8166,Francisco Dumont,677,Minas Gerais
8167,Francisco Sa,677,Minas Gerais
8168,Franciscopolis,677,Minas Gerais
8169,Frei Gaspar,677,Minas Gerais
8170,Frei Inocencio,677,Minas Gerais
8171,Frei Lagonegro,677,Minas Gerais
8172,Fronteira,677,Minas Gerais
8173,Fronteira Dos Vales,677,Minas Gerais
8174,Fruta De Leite,677,Minas Gerais
8175,Frutal,677,Minas Gerais
8176,Funilandia,677,Minas Gerais
8177,Galileia,677,Minas Gerais
8178,Gameleiras,677,Minas Gerais
8179,Glaucilandia,677,Minas Gerais
8180,Goiabeira,677,Minas Gerais
8181,Goiana,677,Minas Gerais
8182,Goncalves,677,Minas Gerais
8183,Gonzaga,677,Minas Gerais
8184,Gouvea,677,Minas Gerais
8185,Governador Valadares,677,Minas Gerais
8186,Grao Mogol,677,Minas Gerais
8187,Grupiara,677,Minas Gerais
8188,Guanhaes,677,Minas Gerais
8189,Guape,677,Minas Gerais
8190,Guaraciaba,677,Minas Gerais
8191,Guaraciama,677,Minas Gerais
8192,Guaranesia,677,Minas Gerais
8193,Guarani,677,Minas Gerais
8194,Guarara,677,Minas Gerais
8195,Guarda-mor,677,Minas Gerais
8196,Guaxupe,677,Minas Gerais
8197,Guidoval,677,Minas Gerais
8198,Guimarania,677,Minas Gerais
8199,Guiricema,677,Minas Gerais
8200,Gurinhata,677,Minas Gerais
8201,Heliodora,677,Minas Gerais
8202,Iapu,677,Minas Gerais
8203,Ibertioga,677,Minas Gerais
8204,Ibia,677,Minas Gerais
8205,Ibiai,677,Minas Gerais
8206,Ibiracatu,677,Minas Gerais
8207,Ibiraci,677,Minas Gerais
8208,Ibirite,677,Minas Gerais
8209,Ibitiura De Minas,677,Minas Gerais
8210,Ibituruna,677,Minas Gerais
8211,Icarai De Minas,677,Minas Gerais
8212,Igarape,677,Minas Gerais
8213,Igaratinga,677,Minas Gerais
8214,Iguatama,677,Minas Gerais
8215,Ijaci,677,Minas Gerais
8216,Ilicinea,677,Minas Gerais
8217,Imbe De Minas,677,Minas Gerais
8218,Inconfidentes,677,Minas Gerais
8219,Indaiabira,677,Minas Gerais
8220,Indianopolis,677,Minas Gerais
8221,Ingai,677,Minas Gerais
8222,Inhapim,677,Minas Gerais
8223,Inhauma,677,Minas Gerais
8224,Inimutaba,677,Minas Gerais
8225,Ipaba,677,Minas Gerais
8226,Ipanema,677,Minas Gerais
8227,Ipatinga,677,Minas Gerais
8228,Ipiacu,677,Minas Gerais
8229,Ipuiuna,677,Minas Gerais
8230,Irai De Minas,677,Minas Gerais
8231,Itabira,677,Minas Gerais
8232,Itabirinha De Mantena,677,Minas Gerais
8233,Itabirito,677,Minas Gerais
8234,Itacambira,677,Minas Gerais
8235,Itacarambi,677,Minas Gerais
8236,Itaguara,677,Minas Gerais
8237,Itaipe,677,Minas Gerais
8238,Itajuba,677,Minas Gerais
8239,Itamarandiba,677,Minas Gerais
8240,Itamarati De Minas,677,Minas Gerais
8241,Itambacuri,677,Minas Gerais
8242,Itambe Do Mato Dentro,677,Minas Gerais
8243,Itamogi,677,Minas Gerais
8244,Itamonte,677,Minas Gerais
8245,Itanhandu,677,Minas Gerais
8246,Itanhomi,677,Minas Gerais
8247,Itaobim,677,Minas Gerais
8248,Itapagipe,677,Minas Gerais
8249,Itapecerica,677,Minas Gerais
8250,Itapeva,677,Minas Gerais
8251,Itatiaiucu,677,Minas Gerais
8252,Itau De Minas,677,Minas Gerais
8253,Itauna,677,Minas Gerais
8254,Itaverava,677,Minas Gerais
8255,Itinga,677,Minas Gerais
8256,Itueta,677,Minas Gerais
8257,Ituiutaba,677,Minas Gerais
8258,Itumirim,677,Minas Gerais
8259,Iturama,677,Minas Gerais
8260,Itutinga,677,Minas Gerais
8261,Jaboticatubas,677,Minas Gerais
8262,Jacinto,677,Minas Gerais
8263,Jacui,677,Minas Gerais
8264,Jacutinga,677,Minas Gerais
8265,Jaguaracu,677,Minas Gerais
8266,Jaiba,677,Minas Gerais
8267,Jampruca,677,Minas Gerais
8268,Janauba,677,Minas Gerais
8269,Januaria,677,Minas Gerais
8270,Japaraiba,677,Minas Gerais
8271,Japonvar,677,Minas Gerais
8272,Jeceaba,677,Minas Gerais
8273,Jenipapo De Minas,677,Minas Gerais
8274,Jequeri,677,Minas Gerais
8275,Jequitai,677,Minas Gerais
8276,Jequitiba,677,Minas Gerais
8277,Jequitinhonha,677,Minas Gerais
8278,Jesuania,677,Minas Gerais
8279,Joaima,677,Minas Gerais
8280,Joanesia,677,Minas Gerais
8281,Joao Monlevade,677,Minas Gerais
8282,Joao Pinheiro,677,Minas Gerais
8283,Joaquim Felicio,677,Minas Gerais
8284,Jordania,677,Minas Gerais
8285,Jose Goncalves De Minas,677,Minas Gerais
8286,Jose Raydan,677,Minas Gerais
8287,Josenopolis,677,Minas Gerais
8288,Juatuba,677,Minas Gerais
8289,Juiz De Fora,677,Minas Gerais
8290,Juramento,677,Minas Gerais
8291,Juruaia,677,Minas Gerais
8292,Juvenilia,677,Minas Gerais
8293,Ladainha,677,Minas Gerais
8294,Lagamar,677,Minas Gerais
8295,Lagoa Da Prata,677,Minas Gerais
8296,Lagoa Dos Patos,677,Minas Gerais
8297,Lagoa Dourada,677,Minas Gerais
8298,Lagoa Formosa,677,Minas Gerais
8299,Lagoa Grande,677,Minas Gerais
8300,Lagoa Santa,677,Minas Gerais
8301,Lajinha,677,Minas Gerais
8302,Lambari,677,Minas Gerais
8303,Lamim,677,Minas Gerais
8304,Laranjal,677,Minas Gerais
8305,Lassance,677,Minas Gerais
8306,Lavras,677,Minas Gerais
8307,Leandro Ferreira,677,Minas Gerais
8308,Leme Do Prado,677,Minas Gerais
8309,Leopoldina,677,Minas Gerais
8310,Liberdade,677,Minas Gerais
8311,Lima Duarte,677,Minas Gerais
8312,Limeira Do Oeste,677,Minas Gerais
8313,Lontra,677,Minas Gerais
8314,Luisburgo,677,Minas Gerais
8315,Luislandia,677,Minas Gerais
8316,Luminarias,677,Minas Gerais
8317,Luz,677,Minas Gerais
8318,Machacalis,677,Minas Gerais
8319,Machado,677,Minas Gerais
8320,Madre De Deus De Minas,677,Minas Gerais
8321,Malacacheta,677,Minas Gerais
8322,Mamonas,677,Minas Gerais
8323,Manga,677,Minas Gerais
8324,Manhuacu,677,Minas Gerais
8325,Manhumirim,677,Minas Gerais
8326,Mantena,677,Minas Gerais
8327,Mar De Espanha,677,Minas Gerais
8328,Maravilhas,677,Minas Gerais
8329,Maria Da Fe,677,Minas Gerais
8330,Mariana,677,Minas Gerais
8331,Marilac,677,Minas Gerais
8332,Mario Campos,677,Minas Gerais
8333,Maripa De Minas,677,Minas Gerais
8334,Marlieria,677,Minas Gerais
8335,Marmelopolis,677,Minas Gerais
8336,Martinho Campos,677,Minas Gerais
8337,Martins Soares,677,Minas Gerais
8338,Mata Verde,677,Minas Gerais
8339,Materlandia,677,Minas Gerais
8340,Mateus Leme,677,Minas Gerais
8341,Mathias Lobato,677,Minas Gerais
8342,Matias Barbosa,677,Minas Gerais
8343,Matias Cardoso,677,Minas Gerais
8344,Matipo,677,Minas Gerais
8345,Mato Verde,677,Minas Gerais
8346,Matozinhos,677,Minas Gerais
8347,Matutina,677,Minas Gerais
8348,Medeiros,677,Minas Gerais
8349,Medina,677,Minas Gerais
8350,Mendes Pimentel,677,Minas Gerais
8351,Merces,677,Minas Gerais
8352,Mesquita,677,Minas Gerais
8353,Minas Novas,677,Minas Gerais
8354,Minduri,677,Minas Gerais
8355,Mirabela,677,Minas Gerais
8356,Miradouro,677,Minas Gerais
8357,Mirai,677,Minas Gerais
8358,Miravania,677,Minas Gerais
8359,Moeda,677,Minas Gerais
8360,Moema,677,Minas Gerais
8361,Monjolos,677,Minas Gerais
8362,Monsenhor Paulo,677,Minas Gerais
8363,Montalvania,677,Minas Gerais
8364,Monte Alegre De Minas,677,Minas Gerais
8365,Monte Azul,677,Minas Gerais
8366,Monte Belo,677,Minas Gerais
8367,Monte Carmelo,677,Minas Gerais
8368,Monte Formoso,677,Minas Gerais
8369,Monte Santo De Minas,677,Minas Gerais
8370,Monte Siao,677,Minas Gerais
8371,Montes Claros,677,Minas Gerais
8372,Montezuma,677,Minas Gerais
8373,Morada Nova De Minas,677,Minas Gerais
8374,Morro Da Garca,677,Minas Gerais
8375,Morro Do Pilar,677,Minas Gerais
8376,Munhoz,677,Minas Gerais
8377,Muriae,677,Minas Gerais
8378,Mutum,677,Minas Gerais
8379,Muzambinho,677,Minas Gerais
8380,Nacip Raydan,677,Minas Gerais
8381,Nanuque,677,Minas Gerais
8382,Naque,677,Minas Gerais
8383,Natalandia,677,Minas Gerais
8384,Natercia,677,Minas Gerais
8385,Nazareno,677,Minas Gerais
8386,Nepomuceno,677,Minas Gerais
8387,Ninheira,677,Minas Gerais
8388,Nova Belem,677,Minas Gerais
8389,Nova Era,677,Minas Gerais
8390,Nova Lima,677,Minas Gerais
8391,Nova Modica,677,Minas Gerais
8392,Nova Ponte,677,Minas Gerais
8393,Nova Porteirinha,677,Minas Gerais
8394,Nova Resende,677,Minas Gerais
8395,Nova Serrana,677,Minas Gerais
8396,Nova Uniao,677,Minas Gerais
8397,Novo Cruzeiro,677,Minas Gerais
8398,Novo Oriente De Minas,677,Minas Gerais
8399,Novorizonte,677,Minas Gerais
8400,Olaria,677,Minas Gerais
8401,Olhos-d'agua,677,Minas Gerais
8402,Olimpio Noronha,677,Minas Gerais
8403,Oliveira,677,Minas Gerais
8404,Oliveira Fortes,677,Minas Gerais
8405,Onca De Pitangui,677,Minas Gerais
8406,Oratorios,677,Minas Gerais
8407,Orizania,677,Minas Gerais
8408,Ouro Branco,677,Minas Gerais
8409,Ouro Fino,677,Minas Gerais
8410,Ouro Preto,677,Minas Gerais
8411,Ouro Verde De Minas,677,Minas Gerais
8412,Padre Carvalho,677,Minas Gerais
8413,Padre Paraiso,677,Minas Gerais
8414,Pai Pedro,677,Minas Gerais
8415,Paineiras,677,Minas Gerais
8416,Pains,677,Minas Gerais
8417,Paiva,677,Minas Gerais
8418,Palma,677,Minas Gerais
8419,Palmopolis,677,Minas Gerais
8420,Papagaios,677,Minas Gerais
8421,Para De Minas,677,Minas Gerais
8422,Paracatu,677,Minas Gerais
8423,Paraguacu,677,Minas Gerais
8424,Paraisopolis,677,Minas Gerais
8425,Paraopeba,677,Minas Gerais
8426,Passa Quatro,677,Minas Gerais
8427,Passa Tempo,677,Minas Gerais
8428,Passa Vinte,677,Minas Gerais
8429,Passabem,677,Minas Gerais
8430,Passos,677,Minas Gerais
8431,Patis,677,Minas Gerais
8432,Patos De Minas,677,Minas Gerais
8433,Patrocinio,677,Minas Gerais
8434,Patrocinio Do Muriae,677,Minas Gerais
8435,Paula Candido,677,Minas Gerais
8436,Paulistas,677,Minas Gerais
8437,Pavao,677,Minas Gerais
8438,Pecanha,677,Minas Gerais
8439,Pedra Azul,677,Minas Gerais
8440,Pedra Bonita,677,Minas Gerais
8441,Pedra Do Anta,677,Minas Gerais
8442,Pedra Do Indaia,677,Minas Gerais
8443,Pedra Dourada,677,Minas Gerais
8444,Pedralva,677,Minas Gerais
8445,Pedras De Maria Da Cruz,677,Minas Gerais
8446,Pedrinopolis,677,Minas Gerais
8447,Pedro Leopoldo,677,Minas Gerais
8448,Pedro Teixeira,677,Minas Gerais
8449,Pequeri,677,Minas Gerais
8450,Pequi,677,Minas Gerais
8451,Perdigao,677,Minas Gerais
8452,Perdizes,677,Minas Gerais
8453,Perdoes,677,Minas Gerais
8454,Periquito,677,Minas Gerais
8455,Pescador,677,Minas Gerais
8456,Piau,677,Minas Gerais
8457,Piedade De Caratinga,677,Minas Gerais
8458,Piedade De Ponte Nova,677,Minas Gerais
8459,Piedade Do Rio Grande,677,Minas Gerais
8460,Piedade Dos Gerais,677,Minas Gerais
8461,Pimenta,677,Minas Gerais
8462,Pingo D'agua,677,Minas Gerais
8463,Pintopolis,677,Minas Gerais
8464,Piracema,677,Minas Gerais
8465,Pirajuba,677,Minas Gerais
8466,Piranga,677,Minas Gerais
8467,Pirangucu,677,Minas Gerais
8468,Piranguinho,677,Minas Gerais
8469,Pirapetinga,677,Minas Gerais
8470,Pirapora,677,Minas Gerais
8471,Pirauba,677,Minas Gerais
8472,Pitangui,677,Minas Gerais
8473,Piui,677,Minas Gerais
8474,Planura,677,Minas Gerais
8475,Poco Fundo,677,Minas Gerais
8476,Pocos De Caldas,677,Minas Gerais
8477,Pocrane,677,Minas Gerais
8478,Pompeu,677,Minas Gerais
8479,Ponte Nova,677,Minas Gerais
8480,Ponto Chique,677,Minas Gerais
8481,Ponto Dos Volantes,677,Minas Gerais
8482,Porteirinha,677,Minas Gerais
8483,Porto Firme,677,Minas Gerais
8484,Pote,677,Minas Gerais
8485,Pouso Alegre,677,Minas Gerais
8486,Pouso Alto,677,Minas Gerais
8487,Prados,677,Minas Gerais
8488,Prata,677,Minas Gerais
8489,Pratapolis,677,Minas Gerais
8490,Pratinha,677,Minas Gerais
8491,Presidente Bernardes,677,Minas Gerais
8492,Presidente Juscelino,677,Minas Gerais
8493,Presidente Kubitschek,677,Minas Gerais
8494,Presidente Olegario,677,Minas Gerais
8495,Prudente De Morais,677,Minas Gerais
8496,Quartel Geral,677,Minas Gerais
8497,Queluzita,677,Minas Gerais
8498,Raposos,677,Minas Gerais
8499,Raul Soares,677,Minas Gerais
8500,Recreio,677,Minas Gerais
8501,Reduto,677,Minas Gerais
8502,Resende Costa,677,Minas Gerais
8503,Resplendor,677,Minas Gerais
8504,Ressaquinha,677,Minas Gerais
8505,Riachinho,677,Minas Gerais
8506,Riacho Dos Machados,677,Minas Gerais
8507,Ribeirao Das Neves,677,Minas Gerais
8508,Ribeirao Vermelho,677,Minas Gerais
8509,Rio Acima,677,Minas Gerais
8510,Rio Casca,677,Minas Gerais
8511,Rio Do Prado,677,Minas Gerais
8512,Rio Doce,677,Minas Gerais
8513,Rio Espera,677,Minas Gerais
8514,Rio Manso,677,Minas Gerais
8515,Rio Novo,677,Minas Gerais
8516,Rio Paranaiba,677,Minas Gerais
8517,Rio Pardo De Minas,677,Minas Gerais
8518,Rio Piracicaba,677,Minas Gerais
8519,Rio Pomba,677,Minas Gerais
8520,Rio Preto,677,Minas Gerais
8521,Rio Vermelho,677,Minas Gerais
8522,Ritapolis,677,Minas Gerais
8523,Rochedo De Minas,677,Minas Gerais
8524,Rodeiro,677,Minas Gerais
8525,Romaria,677,Minas Gerais
8526,Rosario Da Limeira,677,Minas Gerais
8527,Rubelita,677,Minas Gerais
8528,Rubim,677,Minas Gerais
8529,Sabara,677,Minas Gerais
8530,Sabinopolis,677,Minas Gerais
8531,Sacramento,677,Minas Gerais
8532,Salinas,677,Minas Gerais
8533,Salto Da Divisa,677,Minas Gerais
8534,Santa Barbara,677,Minas Gerais
8535,Santa Barbara Do Leste,677,Minas Gerais
8536,Santa Barbara Do Monte Verde,677,Minas Gerais
8537,Santa Barbara Do Tugurio,677,Minas Gerais
8538,Santa Cruz De Minas,677,Minas Gerais
8539,Santa Cruz De Salinas,677,Minas Gerais
8540,Santa Cruz Do Escalvado,677,Minas Gerais
8541,Santa Efigenia De Minas,677,Minas Gerais
8542,Santa Fe De Minas,677,Minas Gerais
8543,Santa Helena De Minas,677,Minas Gerais
8544,Santa Juliana,677,Minas Gerais
8545,Santa Luzia,677,Minas Gerais
8546,Santa Margarida,677,Minas Gerais
8547,Santa Maria De Itabira,677,Minas Gerais
8548,Santa Maria Do Salto,677,Minas Gerais
8549,Santa Maria Do Suacui,677,Minas Gerais
8550,Santa Rita De Caldas,677,Minas Gerais
8551,Santa Rita De Ibitipoca,677,Minas Gerais
8552,Santa Rita De Jacutinga,677,Minas Gerais
8553,Santa Rita De Minas,677,Minas Gerais
8554,Santa Rita Do Itueto,677,Minas Gerais
8555,Santa Rita Do Sapucai,677,Minas Gerais
8556,Santa Rosa Da Serra,677,Minas Gerais
8557,Santa Vitoria,677,Minas Gerais
8558,Santana Da Vargem,677,Minas Gerais
8559,Santana De Cataguases,677,Minas Gerais
8560,Santana De Pirapama,677,Minas Gerais
8561,Santana Do Deserto,677,Minas Gerais
8562,Santana Do Garambeu,677,Minas Gerais
8563,Santana Do Jacare,677,Minas Gerais
8564,Santana Do Manhuacu,677,Minas Gerais
8565,Santana Do Paraiso,677,Minas Gerais
8566,Santana Do Riacho,677,Minas Gerais
8567,Santana Dos Montes,677,Minas Gerais
8568,Santo Antonio Do Amparo,677,Minas Gerais
8569,Santo Antonio Do Aventureiro,677,Minas Gerais
8570,Santo Antonio Do Grama,677,Minas Gerais
8571,Santo Antonio Do Itambe,677,Minas Gerais
8572,Santo Antonio Do Jacinto,677,Minas Gerais
8573,Santo Antonio Do Monte,677,Minas Gerais
8574,Santo Antonio Do Retiro,677,Minas Gerais
8575,Santo Antonio Do Rio Abaixo,677,Minas Gerais
8576,Santo Hipolito,677,Minas Gerais
8577,Santos Dumont,677,Minas Gerais
8578,Sao Bento Abade,677,Minas Gerais
8579,Sao Bras Do Suacui,677,Minas Gerais
8580,Sao Domingos Das Dores,677,Minas Gerais
8581,Sao Domingos Do Prata,677,Minas Gerais
8582,Sao Felix De Minas,677,Minas Gerais
8583,Sao Francisco,677,Minas Gerais
8584,Sao Francisco De Paula,677,Minas Gerais
8585,Sao Francisco De Sales,677,Minas Gerais
8586,Sao Francisco Do Gloria,677,Minas Gerais
8587,Sao Geraldo,677,Minas Gerais
8588,Sao Geraldo Da Piedade,677,Minas Gerais
8589,Sao Geraldo Do Baixio,677,Minas Gerais
8590,Sao Goncalo Do Abaete,677,Minas Gerais
8591,Sao Goncalo Do Para,677,Minas Gerais
8592,Sao Goncalo Do Rio Abaixo,677,Minas Gerais
8593,Sao Goncalo Do Rio Preto,677,Minas Gerais
8594,Sao Goncalo Do Sapucai,677,Minas Gerais
8595,Sao Gotardo,677,Minas Gerais
8596,Sao Joao Batista Do Gloria,677,Minas Gerais
8597,Sao Joao Da Lagoa,677,Minas Gerais
8598,Sao Joao Da Mata,677,Minas Gerais
8599,Sao Joao Da Ponte,677,Minas Gerais
8600,Sao Joao Das Missoes,677,Minas Gerais
8601,Sao Joao Del Rei,677,Minas Gerais
8602,Sao Joao Do Manhuacu,677,Minas Gerais
8603,Sao Joao Do Manteninha,677,Minas Gerais
8604,Sao Joao Do Oriente,677,Minas Gerais
8605,Sao Joao Do Pacui,677,Minas Gerais
8606,Sao Joao Do Paraiso,677,Minas Gerais
8607,Sao Joao Evangelista,677,Minas Gerais
8608,Sao Joao Nepomuceno,677,Minas Gerais
8609,Sao Joaquim De Bicas,677,Minas Gerais
8610,Sao Jose Da Barra,677,Minas Gerais
8611,Sao Jose Da Lapa,677,Minas Gerais
8612,Sao Jose Da Safira,677,Minas Gerais
8613,Sao Jose Da Varginha,677,Minas Gerais
8614,Sao Jose Do Alegre,677,Minas Gerais
8615,Sao Jose Do Divino,677,Minas Gerais
8616,Sao Jose Do Goiabal,677,Minas Gerais
8617,Sao Jose Do Jacuri,677,Minas Gerais
8618,Sao Jose Do Mantimento,677,Minas Gerais
8619,Sao Lourenco,677,Minas Gerais
8620,Sao Miguel Do Anta,677,Minas Gerais
8621,Sao Pedro Da Uniao,677,Minas Gerais
8622,Sao Pedro Do Suacui,677,Minas Gerais
8623,Sao Pedro Dos Ferros,677,Minas Gerais
8624,Sao Romao,677,Minas Gerais
8625,Sao Roque De Minas,677,Minas Gerais
8626,Sao Sebastiao Da Bela Vista,677,Minas Gerais
8627,Sao Sebastiao Da Vargem Alegre,677,Minas Gerais
8628,Sao Sebastiao Do Anta,677,Minas Gerais
8629,Sao Sebastiao Do Maranhao,677,Minas Gerais
8630,Sao Sebastiao Do Oeste,677,Minas Gerais
